,,,nRMSE,nRMSE,MaxError,MaxError,MSE,MSE,Conservation,Conservation,Boundary,Boundary,FT_Low,FT_Low,FT_Mid,FT_Mid,FT_High,FT_High
Unet_Advection_MPI,Unet,1D_Advection_Sols_beta0.4.hdf5,0.38814989030361174,0.3096167086420642,1.4310969233512878,0.3752390753318933,0.21336521804332734,0.17097319100529484,0.12677750550210476,0.15484435638134242,0.20930881947278976,0.11834104116078191,0.07572072613984346,0.06461364371910458,0.02128487331792712,0.005398106049713327,0.0017785802017897367,0.0003567616905632113
Unet_Advection_MPI,Unet,1D_Advection_Sols_beta1.0.hdf5,0.5276673436164856,0.15434959005326246,2.0353588223457337,0.25229000952309305,0.31868764758110046,0.09361878624404951,0.112729711830616,0.05634733655565467,0.3163751482963562,0.05826985130623337,0.12224208563566208,0.03408171387946639,0.027417986281216146,0.005285517069768106,0.002466228569392115,0.0005617971491416443
Unet_Advection_MPI,Unet,1D_Advection_Sols_beta4.0.hdf5,0.032699242047965524,0.00350586294550205,0.3275080144405365,0.057962342408867135,0.01857428513467312,0.0018278496091387992,0.008863794011995196,0.0010140108108565142,0.03966273702681065,0.007714603049455161,0.005411794874817133,0.0006357255697758478,0.0025009596021845935,0.0002830161084715079,0.0006117506127338856,7.519645565278699e-05
Unet_Advection_STD,Unet,1D_Advection_Sols_beta0.1.hdf5,0.0831925131380558,0.028968566623701994,0.9556970536708832,0.22235811895121563,0.04716811403632164,0.015761935073802785,0.0181123579852283,0.005711563312369233,0.11752033904194832,0.03852027765087218,0.015032317396253348,0.00524145059280709,0.007540395203977823,0.002469853797820323,0.0011553030111826957,0.00021127011192463636
Unet_Advection_STD,Unet,1D_Advection_Sols_beta0.4.hdf5,0.3668456494808197,0.1447651734775183,1.3972175002098084,0.30287433057713115,0.19944651499390603,0.07976605519340822,0.09461438357830047,0.053142696706565205,0.20040513277053834,0.05734700910632236,0.0696121495217085,0.03220138437114912,0.0239953825250268,0.007319269141511173,0.0018683131551370026,0.000373657813170096
Unet_Advection_STD,Unet,1D_Advection_Sols_beta1.0.hdf5,0.5901984572410583,0.2657622148209641,2.1823646783828736,0.3238984251481085,0.35114924013614657,0.12759728755696528,0.1386774905025959,0.14549529136277622,0.3329582825303078,0.06826050846187805,0.13516310080885888,0.04935848250108441,0.02565543670207262,0.006067593265825981,0.0024609312997199593,0.00043141020821133984
Unet_Advection_STD,Unet,1D_Advection_Sols_beta4.0.hdf5,0.03199292756617069,0.00827357291378548,0.30585086047649385,0.03752043215529533,0.017830079421401024,0.0043763540776904615,0.009230677457526325,0.0036316955190596315,0.0378378514200449,0.005745265764098821,0.005184488603845239,0.0015195431726219549,0.002333032398018986,0.0005211004032939791,0.0005762825370766222,0.00010651735517780436
Unet_Burgers_ARB,Unet,1D_Burgers_Sols_Nu0.001.hdf5,0.4021798610687256,0.07381218627519291,0.8055676698684693,0.06306587478066833,0.13407899141311647,0.021566134005329658,0.06327082514762879,0.03557952820764194,0.13120001628994943,0.019364596903592213,0.047411581873893736,0.010421281401369976,0.01421374836936593,0.00031622411390711664,0.0017078749253414572,9.74972312855684e-05
Unet_Burgers_ARB,Unet,1D_Burgers_Sols_Nu0.01.hdf5,0.4477436155080795,0.23236331834796126,0.762986135482788,0.11306002395975298,0.12263818234205245,0.0389981906769828,0.0643709059804678,0.04466075454770297,0.122533168643713,0.03167346765197344,0.04731596559286118,0.015722877212660028,0.010314568504691124,0.0012920146437658984,0.0009282108454499394,0.0001939095792223812
Unet_Burgers_ARB,Unet,1D_Burgers_Sols_Nu0.1.hdf5,0.267773374915123,0.0577568762222296,0.4340423196554184,0.049660234685625165,0.04731431156396866,0.013517895292996586,0.029469812847673894,0.019183051117200478,0.06202853731811046,0.01397118189187346,0.019167154096066952,0.005296055520255522,0.003074255329556763,0.0008023272311842937,0.0005557641212362796,0.00013344174127544599
Unet_Burgers_ARB,Unet,1D_Burgers_Sols_Nu1.0.hdf5,0.3232500061392784,0.15457648461126192,0.30975179225206373,0.1990086912952644,0.03474819287657738,0.026765349285234073,0.029027374647557735,0.03823427700815252,0.04424063432961702,0.024305115209537688,0.013803432509303094,0.011806073445693194,0.002537206339184195,0.0011642869812812284,0.00048393499455414715,0.0002633024050027119
Unet_Burgers_BRO,Unet,1D_Burgers_Sols_Nu0.001.hdf5,0.3702362686395645,0.02908819982639223,0.8001434087753296,0.032991821036493806,0.12581447139382362,0.006144201415855661,0.04859713241457939,0.017021245083823085,0.12671668827533722,0.008769640705879333,0.04393249228596687,0.0037272076548808095,0.013952777720987797,0.00027205125143338956,0.0016646810923703014,6.390177494924686e-05
Unet_Burgers_BRO,Unet,1D_Burgers_Sols_Nu0.01.hdf5,0.4202948957681656,0.05515344186434498,0.7641149461269379,0.07857253661441116,0.12176364287734032,0.016230702896929017,0.061496651545166967,0.02623661617321606,0.12745556086301804,0.012762434237163526,0.04705742038786411,0.007768922856459297,0.010236508306115865,0.0005958035383462351,0.0010074591380544006,0.00017818615615856892
Unet_Burgers_BRO,Unet,1D_Burgers_Sols_Nu0.1.hdf5,0.39296420365571977,0.1641331605630331,0.5292669802904129,0.15776456791261242,0.07102803550660611,0.027474862974937352,0.049782875925302505,0.025766307296059145,0.08278522528707981,0.028996305964946213,0.027978364005684854,0.010010970815978376,0.004359759576618672,0.001672396935825832,0.0007261596008902415,0.0002587316747697072
Unet_Burgers_BRO,Unet,1D_Burgers_Sols_Nu1.0.hdf5,0.3100332751870155,0.06762363915078975,0.28501398861408234,0.04049501757019552,0.02999041844159365,0.0063108357885801524,0.019812462292611598,0.007207936982305891,0.03722564931958914,0.006083968246054249,0.01139843389391899,0.0019450184684284258,0.0024002988589927553,0.0004989520490689484,0.00044387669186107814,9.578475949040847e-05
Unet_Burgers_MPI,Unet,1D_Burgers_Sols_Nu0.001.hdf5,0.45369608104228976,0.14903604091196868,0.9163118600845337,0.14924522471562035,0.15482559204101562,0.05355005994105108,0.08480500914156437,0.0799666180354041,0.1551920771598816,0.03970094440852845,0.055933636426925656,0.02268130020971679,0.015070173982530832,0.0009437192220251377,0.0017815400729887187,0.00016495980004231409
Unet_Burgers_MPI,Unet,1D_Burgers_Sols_Nu0.01.hdf5,0.46280293464660643,0.18292717205156417,0.7954281449317933,0.10737399737957959,0.1447742462158203,0.07969696985621726,0.09147389270365239,0.1027692591908698,0.14290923327207566,0.05622962619079748,0.05479179210960865,0.027802391443158315,0.01050151428207755,0.001005215312850001,0.001016817317577079,0.0002885652823066863
Unet_Burgers_MPI,Unet,1D_Burgers_Sols_Nu0.1.hdf5,0.3546730563044548,0.20538622804132448,0.5030899167060852,0.1464090165554567,0.057485565170645715,0.026189598546067658,0.03441460523754358,0.01186258405549117,0.07478521056473256,0.031063627394753105,0.023703654110431672,0.01058009275124241,0.0039169416995719075,0.0015010643737404692,0.0006354576820740476,0.00019410546614365612
Unet_Burgers_MPI,Unet,1D_Burgers_Sols_Nu1.0.hdf5,0.2886850953102112,0.060019880656818354,0.2549148932099342,0.05068925725065179,0.027138214372098447,0.005599517156003108,0.0190828425809741,0.00586010116915884,0.03431584443897009,0.005043267729117269,0.010455230809748172,0.0018107436573924654,0.0021590283839032056,0.00033018007544000446,0.00037375480751506985,9.373618114276204e-05
Unet_Burgers_STD,Unet,1D_Burgers_Sols_Nu0.001.hdf5,0.45743645131587984,0.12867533523645644,0.8654083669185638,0.16644318628208796,0.1525137409567833,0.039386171142630974,0.07750267274677754,0.04850002975156459,0.14789910316467286,0.03770141416712669,0.05475117526948452,0.0167093495053403,0.014786243718117476,0.0015068245506496293,0.001772579038515687,0.00021114847995576183
Unet_Burgers_STD,Unet,1D_Burgers_Sols_Nu0.01.hdf5,0.5660480558872223,0.20997107340875595,0.8528610706329346,0.16566829063802216,0.16357613503932952,0.08070307727945464,0.1209801372140646,0.11623971406836803,0.15478707179427148,0.05144223877550046,0.06354797296226025,0.031435248465988344,0.010828736703842878,0.001228375193502455,0.0010979586048051714,0.00031127928001544646
Unet_Burgers_STD,Unet,1D_Burgers_Sols_Nu0.1.hdf5,0.2707722678780556,0.075687740161656,0.4263603091239929,0.043777945149178175,0.051627042517066,0.018996724661411984,0.03685958199203014,0.024581436551151484,0.06422404497861862,0.019774130456530887,0.02077708188444376,0.006780634764210574,0.003066054522059858,0.0005987367480558517,0.0005650555482134223,0.0001494693064936561
Unet_Burgers_STD,Unet,1D_Burgers_Sols_Nu1.0.hdf5,0.3253116518259048,0.1777523063972731,0.2704499676823616,0.08139662064158074,0.038538378477096555,0.045352716041952804,0.03366526421159506,0.055637235140692395,0.046036054380238056,0.040682010129453355,0.0139528788626194,0.01485300331275686,0.002243892743717879,0.000634451390981283,0.00044873569859191773,0.00021100917438136372
