,Group,Model,File,Run,MSE,nRMSE,Conservation,MaxError
169,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run10,0.02796543575823307,0.08498502522706985,0.0016037779860198498,0.21044249832630157
170,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run1,0.00825238972902298,0.024896228685975075,0.0009633386507630348,0.0500049851834774
171,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run2,0.008925079368054867,0.0278302114456892,0.001117357169277966,0.05502606928348541
172,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run3,0.008630541153252125,0.026075279340147972,0.0010889254044741392,0.05210545286536217
173,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run4,0.008572136983275414,0.026042424142360687,0.0010626448784023523,0.051172688603401184
174,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run5,0.009126369841396809,0.02715669944882393,0.0011126105673611164,0.05406846106052399
175,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run6,0.008632699958980083,0.026366326957941055,0.0012495643459260464,0.05156058445572853
176,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run7,0.00829628948122263,0.024408867582678795,0.0012071308447048068,0.04950861260294914
177,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run8,0.008945919573307037,0.0258307047188282,0.0012496664421632886,0.05288054049015045
178,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run9,0.008833923377096653,0.02609425038099289,0.001028262311592698,0.05339304357767105
179,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run10,0.009225934743881226,0.02716592699289322,0.0012243656674399972,0.054704416543245316
180,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run1,0.0029316116124391556,0.016521848738193512,0.0005490228650160134,0.016822662204504013
181,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run2,0.0022623927798122168,0.01398132648319006,0.0005120063433423638,0.013010312803089619
182,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run3,0.0017104432918131351,0.0061431084759533405,0.0005870292661711574,0.007028502412140369
183,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run4,0.002315189689397812,0.01132578682154417,0.0007058740011416376,0.011809052899479866
184,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run5,0.0017590835923328996,0.00855477899312973,0.0004943176754750311,0.008156613446772099
185,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run6,0.0021318199578672647,0.010426640510559082,0.0009960104944184422,0.007847625762224197
186,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run7,0.0018138204468414187,0.00856482982635498,0.0005608692881651223,0.009451640769839287
187,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run8,0.002109948778524995,0.008881781250238419,0.000778857443947345,0.008310250006616116
188,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run9,0.002145842183381319,0.01273587066680193,0.00048141597653739154,0.012264128774404526
189,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run10,0.003300916636362672,0.02060534991323948,0.0006152213900350034,0.02188287302851677
190,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run1,0.002072796691209078,0.012220076285302639,0.0005279760807752609,0.009759902022778988
191,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run2,0.0018945266492664814,0.008629726245999336,0.0005852123140357435,0.005580670665949583
192,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run3,0.0017934907227754593,0.008953872136771679,0.00017529024626128376,0.005808868911117315
193,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run4,0.0019749216735363007,0.011350313201546669,0.0003824840532615781,0.00816511269658804
194,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run5,0.001982057234272361,0.011317540891468525,0.00021063222084194422,0.008479931391775608
195,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run6,0.001755459699779749,0.007858403027057648,0.00036007215385325253,0.005206940229982138
196,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run7,0.001934952917508781,0.007844355888664722,0.0004002695786766708,0.008498831652104855
197,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run8,0.0019034050637856126,0.010025141760706902,0.00020637638226617128,0.006836376152932644
198,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run9,0.0020518323872238398,0.013074199669063091,0.0002518844266887754,0.007807822432368994
199,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run10,0.002610355382785201,0.01926267519593239,0.0005594247486442327,0.016033094376325607
200,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run1,0.02864362671971321,0.08628905564546585,0.0014100074768066406,0.2114684134721756
201,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run2,0.02923830784857273,0.08804233372211456,0.001508775050751865,0.20968413352966309
202,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run3,0.0287260003387928,0.08621304482221603,0.0017136204987764359,0.2114916294813156
203,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run4,0.029528703540563583,0.08796587586402893,0.001527056796476245,0.21418307721614838
204,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run5,0.028419706970453262,0.08529681712388992,0.0016860776813700795,0.20883288979530334
205,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run6,0.029216691851615906,0.08783681690692902,0.001676161540672183,0.21449989080429077
206,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run7,0.02883928455412388,0.0874137282371521,0.0013254362856969237,0.2095903903245926
207,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run8,0.028797395527362823,0.08706233650445938,0.001544371829368174,0.21092863380908966
208,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run9,0.029869908466935158,0.08890929818153381,0.00148639059625566,0.21368150413036346
209,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run10,0.02956671267747879,0.0893816351890564,0.0014978875406086445,0.21440841257572174
210,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run1,0.008405796252191067,0.024695390835404396,0.001070285332389176,0.05074971914291382
211,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run2,0.008419048972427845,0.025300778448581696,0.0010658404789865017,0.0509292297065258
212,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run3,0.008785382844507694,0.026094937697052956,0.0013087200932204723,0.05249018594622612
213,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run4,0.008556039072573185,0.026343312114477158,0.0011360442731529474,0.051350969821214676
214,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run5,0.00854131206870079,0.02584020048379898,0.0009710820158943534,0.050313983112573624
215,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run6,0.008789526298642159,0.026347462087869644,0.0010118267964571714,0.05303747579455376
216,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run7,0.00831432081758976,0.02473212592303753,0.0009494965197518468,0.050190750509500504
217,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run8,0.008413589559495449,0.024468237534165382,0.001102576730772853,0.0508555993437767
218,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run9,0.008760951459407806,0.025078343227505684,0.0010449133114889264,0.05404908210039139
219,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run10,0.008755992166697979,0.025255324319005013,0.001191251794807613,0.05254790559411049
220,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run1,0.002022865694016218,0.011061558499932289,0.00047591826296411455,0.010732373222708702
221,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run2,0.0019376297714188695,0.007927528582513332,0.0007496008183807135,0.007914896123111248
222,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run3,0.0020842605736106634,0.009845759719610214,0.0008067039307206869,0.009328744374215603
223,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run4,0.001657930901274085,0.005948680453002453,0.0004592447658069432,0.008575147949159145
224,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run5,0.001644969917833805,0.005910486448556185,0.00047341067693196237,0.0068576582707464695
225,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run6,0.0018945880001410842,0.00959421694278717,0.0005815532640554011,0.008779669180512428
226,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run7,0.0014517868403345346,0.006178350653499365,0.0004326860362198204,0.005341015290468931
227,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run8,0.0017318975878879428,0.007178477011620998,0.0006254003965295851,0.00760456221178174
228,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run9,0.0017222343012690544,0.006990630179643631,0.0005110974307172,0.007700279355049133
229,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run10,0.0025783597957342863,0.014269913546741009,0.0010644604917615652,0.015254850499331951
230,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run1,0.001926440978422761,0.009482428431510925,0.00019418942974880338,0.007856437005102634
231,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run2,0.002455881331115961,0.012679839506745338,0.00028638093499466777,0.01655898056924343
232,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run3,0.0018975790590047836,0.009916353039443493,0.0004734660033136606,0.006940456572920084
233,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run4,0.0027635064907372,0.023482102900743484,0.0005014538764953613,0.016143666580319405
234,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run5,0.0019405749626457691,0.01046390924602747,0.0003688466676976532,0.008528356440365314
235,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run6,0.0019524580566212535,0.010174167342483997,0.0003738457162398845,0.007773812860250473
236,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run7,0.0019652533810585737,0.0100564518943429,0.0005961758433841169,0.007054412737488747
237,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run8,0.0024431929923594,0.020241450518369675,0.00029377741157077253,0.01263380330055952
238,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run9,0.0030224432703107595,0.027651526033878326,0.00044228622573427856,0.018468454480171204
239,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run10,0.0018547746585682034,0.010214639827609062,0.00010059915803140029,0.006797808222472668
240,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run1,0.0289350226521492,0.08791322261095047,0.0017482707044109702,0.21158424019813538
241,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run2,0.028184281662106514,0.08536788076162338,0.0014559231931343675,0.21090151369571686
242,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run3,0.027719086036086082,0.08400050550699234,0.001494650263339281,0.20699836313724518
243,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run4,0.027710765600204468,0.0833926573395729,0.001868611085228622,0.20792913436889648
244,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run5,0.02849491313099861,0.085384801030159,0.0014655375853180885,0.2113710194826126
245,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run6,0.029742833226919174,0.09013810008764267,0.001405874383635819,0.2124057561159134
246,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run7,0.028711015358567238,0.08658092468976974,0.0012914841063320637,0.20832835137844086
247,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run8,0.028809992596507072,0.08701048046350479,0.0013492556754499674,0.20995956659317017
248,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run9,0.02879510074853897,0.08662542700767517,0.0015619550831615925,0.2114480435848236
249,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run10,0.028910011053085327,0.08725211769342422,0.0014054701896384358,0.2115611433982849
250,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run1,0.009624900296330452,0.02904418483376503,0.0013601246755570173,0.055511683225631714
251,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run2,0.008881023153662682,0.026013750582933426,0.001307962229475379,0.05351229012012482
252,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run3,0.008863615803420544,0.027727775275707245,0.0010090942960232496,0.053211186081171036
253,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run4,0.009154826402664185,0.027422651648521423,0.001140180858783424,0.05472045764327049
254,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run5,0.008412335999310017,0.025143250823020935,0.0011714588617905974,0.051174283027648926
255,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run6,0.008608886040747166,0.025137173011898994,0.0011356085306033492,0.05157167837023735
256,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run7,0.00867771077901125,0.026164229959249496,0.0012855426175519824,0.05198711156845093
257,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run8,0.01016093697398901,0.03183375298976898,0.0011553768999874592,0.0589824803173542
258,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run9,0.008369562216103077,0.02399832382798195,0.0010248321341350675,0.05053632706403732
259,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run10,0.008560686372220516,0.02497296966612339,0.0010136213386431336,0.0514407642185688
260,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run1,0.0017408155836164951,0.007394150365144014,0.0006200311472639441,0.006276840344071388
261,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run2,0.001503556501120329,0.0062049259431660175,0.0003940185415558517,0.005669830366969109
262,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run3,0.0018700752407312393,0.010480232536792755,0.0005028941668570042,0.009682344272732735
263,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run4,0.002425480866804719,0.010603871196508408,0.0008789568673819304,0.01135246828198433
264,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run5,0.0025778741110116243,0.012300649657845497,0.0006734601338393986,0.014840947464108467
265,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run6,0.001729640644043684,0.006422591861337423,0.0007101491210050881,0.006276496686041355
266,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run7,0.0019516355823725462,0.008432255126535892,0.0005101407296024263,0.010240001603960991
267,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run8,0.002568035153672099,0.014779465273022652,0.0006208007107488811,0.016392605379223824
268,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run9,0.0016023151110857725,0.006179639138281345,0.0004958531935699284,0.00565301813185215
269,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run10,0.0017782466020435095,0.008380204439163208,0.000723572913557291,0.00785308051854372
270,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run1,0.0018989478703588247,0.01032380759716034,0.00019820223678834736,0.007893292233347893
271,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run2,0.001793025410734117,0.009637738578021526,0.0003279216180089861,0.005442769266664982
272,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run3,0.002173562301322818,0.013573133386671543,0.000295604724669829,0.011310010217130184
273,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run4,0.0017716914881020784,0.00809579435735941,0.0004548064316622913,0.004436250776052475
274,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run5,0.002052313880994916,0.01359079871326685,0.0001726688351482153,0.00957786850631237
275,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run6,0.0017764412332326174,0.009052545763552189,0.00030461541609838605,0.005511772353202105
276,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run7,0.002076915930956602,0.014498427510261536,0.0002632568939588964,0.008681419305503368
277,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run8,0.0018118730513378978,0.007784110959619284,0.00029304722556844354,0.006214788183569908
278,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run9,0.0018500597216188908,0.007170123979449272,0.0003087563381996006,0.008141652680933475
279,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run10,0.0021818168461322784,0.01526020746678114,0.00024701448273845017,0.010465754196047783
280,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run1,0.027228903025388718,0.08254469931125641,0.0014355677412822843,0.2088240087032318
281,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run2,0.027546536177396774,0.08335162699222565,0.0017632354283705354,0.21224913001060486
282,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run3,0.02616296336054802,0.07993185520172119,0.0017211813246831298,0.2034861147403717
283,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run4,0.025931311771273613,0.07807761430740356,0.0017915304051712155,0.2046230286359787
284,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run5,0.026753874495625496,0.08074679970741272,0.0014784539816901088,0.20681633055210114
285,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run6,0.026948757469654083,0.0810377299785614,0.0022958479821681976,0.21092113852500916
286,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run7,0.02762911468744278,0.08430074155330658,0.0016827302752062678,0.20997542142868042
287,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run8,0.027982743456959724,0.08397924154996872,0.002030972857028246,0.20824581384658813
288,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run9,0.027127321809530258,0.0822332501411438,0.0014919341774657369,0.20708617568016052
289,1D_Burgers_Nu0.001,FNO,1D_Burgers_Sols_Nu0.001.hdf5,Run10,0.026599721983075142,0.08036469668149948,0.0020703256595879793,0.21019858121871948
290,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run1,0.007653721608221531,0.02242790348827839,0.0011888544540852308,0.046617794781923294
291,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run2,0.00782692339271307,0.023890245705842972,0.0010396740399301052,0.047215621918439865
292,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run3,0.008402080275118351,0.02530159428715706,0.0014893840998411179,0.05125864967703819
293,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run4,0.008124507032334805,0.024054231122136116,0.0009894417598843575,0.04927857592701912
294,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run5,0.008077557198703289,0.024509111419320107,0.001344191376119852,0.049318838864564896
295,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run6,0.007820175029337406,0.023090766742825508,0.0011780660133808851,0.04781201109290123
296,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run7,0.007824849337339401,0.02256278693675995,0.001016075722873211,0.04794941842556
297,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run8,0.0077005778439342976,0.022849058732390404,0.001300482894293964,0.04798821359872818
298,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run9,0.007986190728843212,0.02373139187693596,0.0010223668068647385,0.04876633733510971
299,1D_Burgers_Nu0.01,FNO,1D_Burgers_Sols_Nu0.01.hdf5,Run10,0.007687720935791731,0.02292916178703308,0.0011566878529265523,0.047160886228084564
300,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run1,0.0017151868669316173,0.008920458145439625,0.00042367991409264505,0.008603919297456741
301,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run2,0.0013622528640553355,0.0049295201897621155,0.00042666037916205823,0.005650763865560293
302,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run3,0.001691550831310451,0.007880493067204952,0.0005506374291144311,0.007891367189586163
303,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run4,0.0015657688491046429,0.00626350287348032,0.0005250186077319086,0.0069538806565105915
304,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run5,0.0015887011541053653,0.007292135152965784,0.0004005887021776289,0.007038228679448366
305,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run6,0.0016266595339402556,0.006670412607491016,0.0005924967117607594,0.006071326322853565
306,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run7,0.0016233340138569474,0.008102977648377419,0.00046484835911542177,0.0072128442116081715
307,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run8,0.0013694928493350744,0.005422566086053848,0.0003398140543140471,0.004982365760952234
308,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run9,0.001567113446071744,0.006173580419272184,0.0004733059904538095,0.005684643052518368
309,1D_Burgers_Nu0.1,FNO,1D_Burgers_Sols_Nu0.1.hdf5,Run10,0.0015189428813755512,0.006247051991522312,0.0003917055728379637,0.006548662669956684
310,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run1,0.0017674181144684553,0.007373642176389694,0.0002446860307827592,0.005923451855778694
311,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run2,0.0018118725856766105,0.008257890120148659,0.00023223365133162588,0.007101152557879686
312,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run3,0.0019151755841448903,0.010157356970012188,0.00020470653544180095,0.008696054108440876
313,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run4,0.0021680407226085663,0.014430433511734009,0.00024148721422534436,0.009925330989062786
314,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run5,0.002022048458456993,0.010741375386714935,0.0002585054317023605,0.009586192667484283
315,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run6,0.001652080100029707,0.0064960322342813015,0.0003211240691598505,0.0046709743328392506
316,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run7,0.0021481714211404324,0.014763747341930866,0.0003036893031094223,0.009906725957989693
317,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run8,0.0016862681368365884,0.006654181517660618,0.00019687214808072895,0.005440863315016031
318,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run9,0.0018899476854130626,0.010866903699934483,0.0002593262179289013,0.007311847992241383
319,1D_Burgers_Nu1.0,FNO,1D_Burgers_Sols_Nu1.0.hdf5,Run10,0.002543374430388212,0.020131900906562805,0.0002465587167534977,0.013786855153739452
